CountySt,DIRSALES_FARMS12,MEDHHINC15,METRO13,PCT_18YOUNGER10,PCT_65OLDER10,PCT_DIABETES_ADULTS13,PCT_HISP10,PCT_LACCESS_HHNV15,PCT_LACCESS_POP15,PCT_LACCESS_SNAP15,PCT_NHBLACK10,PCT_NHWHITE10,POVRATE15,SNAPSPTH12,2010_Census_Population,HDM,PCA,healthy_store_ratio,healthy_restaurant_ratio,sum_farms,has_food_tax,has_soda_tax,has_chip_tax,has_recfac,has_slaughter,has_fmrkt
"Saline, AR",34.0,56926.0,1.0,24.40206128,14.82010493,11.8,3.81541851,2.638016331,22.3242576,2.326692665,4.616404339,88.96543998,10.7,0.545397649,107118.0,333.1,0.056824947212460473,0.375,0.7586206896551724,31.0,1.0,1.0,1.0,1.0,0.0,1.0
"Saline, IL",5.0,40873.0,0.0,22.89567696,18.40404608,12.0,1.364749328,6.019765392,39.04778872,10.05386939,3.909605427,92.3654317,23.2,1.068975654,24913.0,397.1,-0.5384599358136896,0.5294117647058824,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0
"Saline, KS",16.0,47052.0,0.0,25.06204366,14.3905334,11.3,9.716577348,1.201126583,18.74145646,1.272050015,3.134553825,82.13322303,14.3,0.654902241,55606.0,288.7,0.5726236209452125,0.5652173913043478,0.5172413793103449,21.0,1.0,1.0,1.0,1.0,0.0,1.0
"Saline, MO",33.0,41958.0,0.0,23.08943089,15.8279846,11.0,8.237056055,3.142064476,27.49108611,4.249028098,5.207531023,83.18784767,16.5,0.728394533,23370.0,421.6,-0.4599287940855245,0.42105263157894735,1.0666666666666667,27.0,1.0,1.0,1.0,1.0,1.0,1.0
"Saline, NE",18.0,55850.0,0.0,24.44366197,14.61267606,8.5,20.21126761,1.050199475,18.04805367,0.798313574,0.647887324,76.17605634,10.0,0.681230107,14200.0,297.8,1.293017783727337,1.7142857142857142,1.8333333333333333,10.0,0.0,0.0,0.0,1.0,0.0,1.0
"Salt Lake, UT",105.0,65549.0,1.0,29.11470347,8.679314916,7.2,17.0945608,0.463783318,8.852497377,0.766498083,1.420087311,73.99420194,10.8,0.476809526,1029655.0,296.7,1.6722797726433716,0.8455882352941176,0.6964705882352941,171.0,1.0,1.0,1.0,1.0,1.0,1.0
"Saluda, SC",23.0,41409.0,1.0,23.0490566,16.0754717,13.0,14.37484277,6.883143914,9.912682683,1.618423631,26.14339623,58.10314465,18.3,0.800113943,19875.0,342.9,-0.36715818865925093,0.3333333333333333,1.5,71.0,0.0,0.0,0.0,0.0,1.0,1.0
"Sampson, NC",44.0,40660.0,0.0,25.66095442,14.25801264,13.7,16.45882928,5.669621745,4.280386494,0.939308094,26.7187968,53.2137283,21.4,0.731051307,63431.0,346.9,-0.6000412875277897,0.5517241379310345,1.032258064516129,189.0,0.0,1.0,0.0,1.0,1.0,1.0
"San Augustine, TX",7.0,33156.0,0.0,21.04906937,23.0569656,13.7,6.001128032,2.965783377,4.50249492,0.629921952,22.7072758,69.74619289,24.3,0.444167234,8865.0,382.1,-0.896139526203468,0.3333333333333333,3.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
"San Benito, CA",60.0,76521.0,1.0,29.06873654,9.6980224,7.6,56.42584451,1.260792172,17.66935038,1.052020758,0.642313051,38.27462049,9.3,0.385287017,55269.0,247.7,1.9706130817500196,1.7777777777777777,1.0740740740740742,294.0,0.0,1.0,0.0,1.0,0.0,1.0
"San Bernardino, CA",225.0,53526.0,1.0,29.21506872,8.910530117,9.2,49.19123825,1.273485686,21.2829837,2.747661032,8.387340864,33.2937633,18.9,0.607989604,2035210.0,359.2,0.5772926706547098,0.975609756097561,0.7082405345211581,711.0,0.0,1.0,0.0,1.0,1.0,1.0
"San Diego, CA",717.0,67053.0,1.0,23.39563075,11.35345602,7.7,32.02739109,0.440561507,13.70494308,0.420234252,4.736193076,48.46188415,13.9,0.482468662,3095313.0,264.7,1.79914886694533,1.22475106685633,1.0029799914857387,4717.0,0.0,1.0,0.0,1.0,0.0,1.0
"San Francisco, CA",1.0,90527.0,1.0,13.35312052,13.64098679,7.9,15.12279024,0.105058337,0.555577206,0.062378151,5.809608375,41.90714512,12.4,0.625507298,805235.0,213.5,2.17291276503958,4.576576576576577,2.3408488063660475,2.0,0.0,1.0,0.0,1.0,1.0,1.0
"San Jacinto, TX",36.0,42371.0,0.0,23.97665252,17.32868405,12.6,10.91570649,4.876223112,8.144462521,1.749888683,10.08944815,76.57671316,18.1,0.635921256,26384.0,382.7,-0.5881021853847559,0.8571428571428571,1.2,40.0,0.0,1.0,0.0,0.0,0.0,0.0
"San Joaquin, CA",248.0,53341.0,1.0,29.28968957,10.38674694,10.3,38.86453643,0.895940026,12.64942984,1.295910004,7.082967317,35.88455376,17.5,0.692534903,685306.0,323.4,0.5653535685116754,1.4487179487179487,0.8781094527363185,2617.0,0.0,1.0,0.0,1.0,1.0,1.0
"San Juan, CO",0.0,43489.0,0.0,18.31187411,12.30329041,6.7,12.01716738,5.029585928,99.24281023,7.642426337,0.0,85.12160229,15.6,1.449275362,699.0,240.7,2.285656275030608,0.3333333333333333,2.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"San Juan, NM",191.0,49173.0,1.0,28.95250838,10.82941158,10.0,19.05201316,3.531254224,35.85948048,5.333142861,0.4744548,42.48869613,18.8,0.696989266,130044.0,250.1,1.2673311766322108,0.26865671641791045,0.8414634146341463,601.0,0.0,0.0,0.0,1.0,1.0,1.0
"San Juan, UT",19.0,39305.0,0.0,34.02278584,10.85040011,10.6,4.401193544,3.761622054,57.06552111,12.34931022,0.142411501,43.90343144,28.5,1.002338791,14746.0,241.0,1.1731059536241812,0.23076923076923078,2.0,89.0,1.0,1.0,1.0,0.0,0.0,0.0
"San Juan, WA",90.0,59859.0,0.0,15.80949965,23.19107109,10.2,5.434713679,2.217479399,0.240979131,0.015467228,0.310736255,90.22766187,11.5,0.484496124,15769.0,232.9,1.355091094187454,3.0,1.7222222222222223,187.0,0.0,1.0,0.0,1.0,0.0,1.0
"San Luis Obispo, CA",327.0,61761.0,1.0,18.85534997,15.21378743,8.5,20.75864959,0.988599904,15.67889454,0.714466539,1.901816145,71.09410059,14.4,0.468818989,269637.0,235.2,1.8196015831903323,1.2804878048780488,1.4227272727272726,1632.0,0.0,1.0,0.0,1.0,0.0,1.0
"San Mateo, CA",66.0,101133.0,1.0,22.238399,13.39854771,8.3,25.4021499,0.330538739,9.671995349,0.09006206,2.61159077,42.25883185,8.4,0.340519754,718451.0,222.3,1.9850393072299155,1.6319444444444444,1.4800796812749004,175.0,0.0,1.0,0.0,1.0,0.0,1.0
"San Miguel, CO",19.0,62793.0,0.0,19.66299769,7.025411061,5.0,8.560945781,0.933925415,9.766182884,0.515865751,0.258187254,88.51746161,11.0,0.571679859,7359.0,228.3,2.873821426207704,5.0,1.5555555555555556,27.0,0.0,1.0,0.0,1.0,0.0,1.0
"San Miguel, NM",45.0,32303.0,0.0,21.98482632,15.20430034,8.8,76.83121832,4.121072418,49.66806212,8.705056076,1.153335828,19.66794815,28.7,0.914356259,29393.0,325.9,0.9712572320880698,0.4117647058823529,1.2666666666666666,81.0,0.0,0.0,0.0,0.0,0.0,1.0
"San Patricio, TX",21.0,52952.0,1.0,28.20041973,12.90198136,10.5,54.39170422,2.09114492,20.97179282,2.755769924,1.39188939,42.17332263,15.5,1.140752033,64804.0,346.5,0.31411465031038954,0.30434782608695654,0.66,14.0,0.0,1.0,0.0,1.0,0.0,0.0
"San Saba, TX",26.0,42559.0,0.0,20.95906051,19.1975208,11.4,27.97259827,1.735724661,30.5329736,1.78139408,3.164247268,67.44413636,18.9,1.013551039,6131.0,289.1,0.5407966436978024,0.5555555555555556,1.2857142857142858,177.0,0.0,1.0,0.0,0.0,0.0,0.0
"Sanborn, SD",7.0,49638.0,0.0,21.78343949,20.25477707,10.2,1.18895966,1.614035076,98.87176425,7.930033806,0.0,97.49469214,11.9,0.430292599,2355.0,317.8,0.6409223310179922,0.5,0.6666666666666666,30.0,1.0,1.0,1.0,0.0,0.0,1.0
"Sanders, MT",41.0,36564.0,0.0,20.62560238,21.51932007,11.1,2.041531587,2.332057326,42.13852432,7.868332401,0.148952948,90.42320161,18.7,1.745850865,11413.0,374.0,-0.08798544586610046,1.1111111111111112,3.2,42.0,0.0,0.0,0.0,1.0,0.0,1.0
"Sandoval, NM",79.0,62833.0,1.0,26.72448522,12.07044641,8.0,35.06282257,1.781847817,35.79409263,4.968965912,1.871375256,47.46467418,11.2,0.480008064,131561.0,254.9,1.79619863478925,0.59375,0.8666666666666667,366.0,0.0,0.0,0.0,1.0,0.0,1.0
"Sandusky, OH",48.0,49994.0,0.0,24.39616697,15.2845235,12.9,8.918023103,1.863302285,9.996153399,1.420342659,2.664741402,86.18896036,12.2,0.776731119,60944.0,351.2,-0.408514582902705,0.6296296296296297,0.9230769230769231,82.0,0.0,1.0,0.0,1.0,1.0,1.0
"Sangamon, IL",65.0,57591.0,1.0,23.7085053,13.85663282,10.7,1.762337629,1.131494407,24.25141186,1.56586746,11.72157091,82.53969058,15.3,0.818399734,197465.0,339.9,0.31270862099170726,0.7222222222222222,1.0875,73.0,1.0,1.0,1.0,1.0,1.0,1.0
"Sanilac, MI",96.0,41861.0,0.0,23.63037528,17.57897667,10.2,3.33766294,3.012120305,6.440746911,0.959653432,0.329359373,94.75344436,16.7,1.393883474,43114.0,462.3,-0.5745945862727877,0.36363636363636365,1.8666666666666667,102.0,0.0,0.0,0.0,1.0,1.0,1.0
"Sanpete, UT",84.0,46929.0,0.0,29.97987204,11.49090648,7.9,9.413413845,1.147538257,9.049865485,0.898669271,0.751204083,86.65444612,17.2,0.358345875,27822.0,325.3,1.23246438197308,0.6363636363636364,0.4375,54.0,1.0,1.0,1.0,1.0,1.0,1.0
"Santa Barbara, CA",179.0,63049.0,1.0,23.13002041,12.83289494,7.1,42.86132179,0.706493557,13.58769679,0.527035274,1.708441949,47.91799856,15.6,0.493914189,423895.0,258.1,2.0254406339081363,1.63,1.3554006968641115,1142.0,0.0,1.0,0.0,1.0,0.0,1.0
"Santa Clara, CA",184.0,102191.0,1.0,24.10950124,11.05407259,8.4,26.89709829,0.281307274,7.460991664,0.17304636,2.375954316,35.18714759,8.3,0.39442091,1781642.0,205.7,2.0962143202520096,1.4447852760736197,1.2071373157486422,693.0,0.0,1.0,0.0,1.0,1.0,1.0
"Santa Cruz, AZ",27.0,34893.0,0.0,30.70434416,13.1252636,8.0,82.81948545,1.932484735,26.53610913,4.922791844,0.187684521,15.9510755,24.4,0.558456476,47420.0,258.2,1.7684394249134052,0.8823529411764706,1.4482758620689655,66.0,0.0,0.0,0.0,1.0,0.0,1.0
"Santa Cruz, CA",112.0,64841.0,1.0,21.12111349,11.11280499,7.0,32.04945461,0.867946398,14.04882604,0.77440581,0.878109017,59.60660411,15.4,0.513851821,262382.0,245.1,2.16325732159059,1.8653846153846154,1.4127906976744187,546.0,0.0,1.0,0.0,1.0,0.0,1.0
"Santa Fe, NM",98.0,55247.0,1.0,20.97246306,15.12381217,4.7,50.64507179,1.261219521,29.40480402,2.874576258,0.656863425,43.90025664,13.1,0.441787646,144170.0,230.8,2.9381783953618648,1.054054054054054,1.6210526315789473,433.0,0.0,0.0,0.0,1.0,0.0,1.0
"Santa Rosa, FL",44.0,59289.0,1.0,23.92054013,12.85574611,9.0,4.298681394,2.464825979,41.0221818,4.234413496,5.245355812,85.03950532,12.3,0.629289896,151372.0,336.5,0.8251668361437718,0.35,0.9090909090909091,132.0,0.0,1.0,0.0,1.0,0.0,1.0
"Sarasota, FL",20.0,55882.0,1.0,15.74260505,31.15762898,11.1,7.914918513,1.295187057,26.56712513,1.726816167,4.489679745,84.85431469,9.7,0.629078218,379448.0,209.0,1.2999750479261396,0.9242424242424242,2.1333333333333333,23.0,0.0,1.0,0.0,1.0,0.0,1.0
"Saratoga, NY",107.0,75029.0,1.0,22.70237288,13.65803458,8.5,2.403839586,1.900569756,27.23255121,1.325993749,1.390210695,92.7324721,6.4,0.626876691,219607.0,301.9,1.2585290684270452,0.5,1.2023809523809523,189.0,0.0,1.0,0.0,1.0,0.0,1.0
"Sargent, ND",3.0,58626.0,0.0,22.77357012,18.9866806,9.4,1.331940454,1.196484054,21.90541294,0.918693634,0.052232959,97.0749543,7.8,0.941136208,3829.0,280.1,1.1857480704265564,1.25,2.5,8.0,0.0,1.0,0.0,0.0,0.0,0.0
"Sarpy, NE",32.0,73856.0,1.0,28.78494082,8.526819441,8.4,7.283429867,0.715201782,20.76829371,1.471965242,3.852304205,83.81515991,5.8,0.244192146,158840.0,286.5,1.41653427238284,0.5208333333333334,0.7263157894736842,39.0,0.0,0.0,0.0,1.0,1.0,0.0
"Sauk, WI",121.0,52025.0,0.0,23.82696528,14.98644637,10.7,4.316186911,2.149210266,5.734945708,0.866053122,0.53246418,92.50516329,11.7,0.662971069,61976.0,312.0,0.547400122669304,0.8529411764705882,1.8,114.0,0.0,1.0,0.0,1.0,1.0,1.0
"Saunders, NE",48.0,61025.0,1.0,25.8614052,15.49566891,8.6,1.997112608,1.521239063,17.71588077,0.83998157,0.332050048,96.2078922,8.8,0.484240183,20780.0,285.4,1.3688628932710831,0.6,1.8888888888888888,80.0,0.0,0.0,0.0,1.0,0.0,1.0
"Sawyer, WI",26.0,44556.0,0.0,20.86126714,20.7102736,11.0,1.618650722,3.788596909,19.78202455,2.728846929,0.459020354,78.54079845,15.5,0.93983073,16557.0,376.3,-0.07887054942620031,0.5333333333333333,5.333333333333333,26.0,0.0,1.0,0.0,1.0,1.0,1.0
"Schenectady, NY",22.0,59432.0,1.0,22.94945291,14.91853393,9.9,5.704886671,2.839849098,23.29149152,2.522887447,8.743141145,77.17399032,12.0,0.992754184,154727.0,374.4,0.25019649584390946,0.6619718309859155,0.85,47.0,0.0,1.0,0.0,1.0,1.0,1.0
"Schleicher, TX",13.0,53886.0,0.0,31.86940191,12.7130887,9.8,44.38023693,0.936944244,10.53183251,0.935306254,0.924588269,54.08841375,13.4,0.638276144,3461.0,264.5,1.203124528062533,1.0,2.0,84.0,0.0,1.0,0.0,0.0,0.0,0.0
"Schley, GA",2.0,41737.0,0.0,30.0,13.11377246,12.6,3.213572854,5.151456282,0.554005852,0.184091678,23.29341317,72.09580838,19.5,1.002004008,5010.0,405.2,-0.7773695254473341,0.5,0.25,22.0,0.0,0.0,0.0,0.0,0.0,0.0
"Schoharie, NY",121.0,50588.0,1.0,19.9456472,15.939418,9.8,2.821460197,6.28894445,22.0823139,2.727563214,1.203090171,93.8715686,13.7,0.721725495,32749.0,362.0,0.3829660544580273,0.4,1.9375,137.0,0.0,1.0,0.0,1.0,1.0,1.0
"Schoolcraft, MI",12.0,36741.0,0.0,19.88214496,21.2374779,12.6,0.754272245,2.831201501,25.51661883,3.345211416,0.129640542,87.14201532,15.9,0.659235287,8485.0,330.3,-0.14731958008346285,0.5555555555555556,1.5555555555555556,16.0,0.0,0.0,0.0,0.0,0.0,1.0
"Schuyler, IL",8.0,50720.0,0.0,20.94379639,18.53128314,10.6,1.19300106,1.080679615,14.14591089,0.691904003,3.181336161,94.94962884,12.9,0.938715301,7544.0,345.8,0.2915407430215948,0.5,1.5,35.0,1.0,1.0,1.0,0.0,0.0,1.0
"Schuyler, MO",10.0,37851.0,0.0,25.72782668,19.63439404,11.4,0.654479801,5.183510945,82.24952624,14.64455961,0.022568269,98.23967502,18.3,1.392067124,4431.0,388.8,-0.29786796982393277,1.1666666666666667,1.0,21.0,1.0,1.0,1.0,0.0,0.0,1.0
"Schuyler, NY",89.0,49664.0,0.0,21.20699995,16.98740664,10.7,1.275690999,5.112013728,7.359617797,1.11814404,0.779588944,96.20018536,12.5,0.684166937,18343.0,338.5,0.32448525548448975,0.5,1.9166666666666667,176.0,0.0,1.0,0.0,1.0,1.0,1.0
"Schuylkill, PA",99.0,45733.0,0.0,20.05408358,18.09169932,11.4,2.751384122,2.179993892,7.988163512,0.904798266,2.590212356,93.22876275,13.0,0.740045649,148289.0,479.3,-1.059143270964525,0.8208955223880597,1.5416666666666667,153.0,0.0,1.0,0.0,1.0,1.0,1.0
"Scioto, OH",48.0,37277.0,0.0,22.75500321,15.49327664,16.0,1.116995182,3.572278314,17.91300141,4.322455717,2.650347803,93.75086479,23.0,0.96737473,79499.0,539.4,-2.873959694594684,0.3333333333333333,0.6290322580645161,58.0,0.0,1.0,0.0,1.0,0.0,1.0
"Scotland, MO",16.0,41324.0,0.0,28.12306422,18.14990708,10.0,0.681395829,2.322032462,9.621943472,0.546912849,0.061945075,98.28618625,15.8,1.640352676,4843.0,350.3,0.4244606222201958,1.0,6.0,25.0,1.0,1.0,1.0,1.0,0.0,1.0
"Scotland, NC",6.0,35447.0,0.0,25.09334292,13.59072932,13.7,2.085350001,5.023917255,16.22842632,3.883978827,38.39920347,45.92471721,29.0,1.442991448,36157.0,374.3,-0.8305268483151075,0.34375,0.68,30.0,0.0,1.0,0.0,1.0,0.0,1.0
"Scott, AR",10.0,36028.0,0.0,25.66545001,17.04798362,11.4,6.961630909,2.533840192,17.2959815,2.317786142,0.454019407,85.34674619,20.8,1.188313654,11233.0,438.3,-0.7142561179616048,0.42857142857142855,3.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0
"Scott, IA",50.0,58160.0,1.0,24.55212318,13.07618748,8.7,5.566382608,0.901466069,10.99728718,0.881182124,6.907592117,82.8475282,12.4,0.795324617,165224.0,276.2,1.41778998111704,0.4625,0.9236111111111112,38.0,0.0,1.0,0.0,1.0,0.0,1.0
"Scott, IL",6.0,50474.0,0.0,23.7535014,18.03921569,9.9,0.802987862,2.729121225,4.160859579,0.488676298,0.093370682,97.96451914,11.3,0.756143667,5355.0,368.6,0.29898541017115143,0.75,1.3333333333333333,10.0,1.0,1.0,1.0,0.0,0.0,0.0
"Scott, IN",15.0,43104.0,1.0,24.03539969,13.41962698,12.7,1.463959307,1.560248161,3.436512399,0.531202665,0.21504487,97.06381043,15.6,0.994773934,24181.0,404.0,-0.7957374918458493,0.7692307692307693,0.3684210526315789,18.0,0.0,1.0,0.0,1.0,1.0,1.0
"Scott, KS",2.0,56267.0,0.0,25.04051864,18.23338736,9.7,15.25526742,0.19067111,11.5436918,0.098402897,0.324149109,83.00243112,7.7,1.147795557,4936.0,259.6,1.2728049733224585,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
"Scott, KY",46.0,63775.0,1.0,26.85434465,9.257414199,10.6,4.226994255,3.007614335,27.77816119,4.867995181,5.157611345,87.84898141,13.1,0.555476283,47173.0,393.8,-0.1122295824452387,0.2916666666666667,0.967741935483871,79.0,0.0,1.0,0.0,1.0,0.0,1.0
"Scott, MN",85.0,92898.0,1.0,30.1921064,7.708884921,5.7,4.441690783,1.444699705,18.29115,0.864766898,2.538328921,84.52065759,5.1,0.360704984,129928.0,199.3,2.918530426097613,1.0344827586206897,0.9344262295081968,90.0,0.0,1.0,0.0,1.0,0.0,1.0
"Scott, MO",15.0,40285.0,0.0,25.13332143,14.98303182,12.6,1.798882396,3.295192075,23.08820267,4.917027505,11.31892526,84.85876859,18.1,0.781403034,39191.0,397.1,-0.7092332830248061,0.4,2.4375,18.0,1.0,1.0,1.0,1.0,1.0,1.0
"Scott, MS",18.0,34469.0,0.0,27.00962355,12.42570054,15.1,10.66020379,7.597867103,12.83378384,2.582819488,37.15680725,50.78191339,21.7,1.005899705,28264.0,501.5,-2.298989354294822,0.3333333333333333,0.6,38.0,1.0,1.0,1.0,1.0,1.0,0.0
"Scott, TN",9.0,33254.0,0.0,25.32841461,13.73492892,13.4,0.539859636,4.934382203,3.55113877,1.213185145,0.085477776,98.05200648,25.5,1.21018055,22228.0,424.5,-1.1674166400936126,0.6,0.29411764705882354,12.0,1.0,1.0,1.0,0.0,0.0,0.0
"Scott, VA",28.0,37567.0,1.0,19.31224921,19.7178237,14.1,1.009621608,8.094650168,10.59714876,1.957448933,0.582474004,97.44574363,19.2,1.514419911,23177.0,416.8,-1.301880722129611,0.36363636363636365,0.6,68.0,1.0,1.0,1.0,1.0,0.0,1.0
"Scotts Bluff, NE",45.0,43428.0,0.0,24.75520692,16.81092778,10.5,21.05761428,1.139076605,8.025011041,0.624734265,0.42466865,75.55044631,15.1,0.590664791,36970.0,295.3,0.7448029974750118,0.9166666666666666,0.7777777777777778,36.0,0.0,0.0,0.0,1.0,1.0,1.0
"Screven, GA",16.0,35911.0,0.0,25.28609607,14.89755362,13.6,1.233468101,6.471198165,20.72087314,3.262184946,43.05488933,54.12183924,27.0,1.607754776,14593.0,409.7,-1.099845238811711,0.2857142857142857,1.375,48.0,0.0,0.0,0.0,0.0,0.0,0.0
"Scurry, TX",13.0,57385.0,0.0,25.02216181,14.08309202,9.1,36.33945984,2.292007917,29.07575419,5.282233566,4.51509958,57.75663377,12.7,0.583907509,16921.0,312.1,1.0019545270542258,0.15384615384615385,1.105263157894737,31.0,0.0,1.0,0.0,1.0,0.0,0.0
"Searcy, AR",17.0,30427.0,0.0,20.43929225,21.29347163,13.4,1.476510067,4.412966533,33.64383829,4.472898761,0.036607688,95.1799878,22.2,1.509096207,8195.0,408.7,-1.0345089079607799,0.7142857142857143,0.8,17.0,1.0,1.0,1.0,0.0,0.0,1.0
"Sebastian, AR",22.0,41452.0,1.0,25.35468889,13.13621326,12.9,12.28289223,1.407156547,10.27424568,1.260450417,6.241252068,72.83448912,22.1,0.857527389,125744.0,415.6,-0.9502397695707069,0.6842105263157895,1.1,23.0,1.0,1.0,1.0,1.0,1.0,1.0
"Sedgwick, CO",8.0,40325.0,0.0,19.3358554,23.91761244,8.0,12.14796133,1.849441379,18.56662012,1.716774938,0.294241278,85.58217739,13.6,0.41963911,2379.0,298.2,1.431964153691044,2.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0
"Sedgwick, KS",72.0,50995.0,1.0,27.16402637,11.43117996,10.8,12.96961063,1.867932958,27.2183006,3.876615912,9.015681278,69.91542343,15.2,0.592557752,498365.0,330.5,0.36331808519377545,0.8582677165354331,0.819047619047619,61.0,1.0,1.0,1.0,1.0,1.0,1.0
"Seminole, FL",43.0,57357.0,1.0,22.98955805,11.9883705,10.0,17.14074158,0.840024076,27.44180081,1.995426997,10.45519708,66.34493918,11.5,0.697864781,422718.0,263.3,1.1562943371288315,0.7090909090909091,1.0812720848056536,82.0,0.0,1.0,0.0,1.0,0.0,1.0
"Seminole, GA",0.0,31615.0,0.0,22.95795624,18.98270134,14.2,2.337037461,3.003883056,5.610586278,1.183874848,33.0736625,63.19165998,25.8,1.900078239,8729.0,374.1,-0.9711555946349264,0.46153846153846156,0.7142857142857143,25.0,0.0,0.0,0.0,0.0,0.0,0.0
"Seminole, OK",34.0,39102.0,0.0,25.72796484,16.07801585,14.4,3.54367789,2.058420554,7.511361082,1.305244843,4.520838239,67.23569579,20.7,1.303208906,25482.0,548.1,-2.49174747352257,0.47058823529411764,0.6,122.0,1.0,1.0,1.0,0.0,1.0,0.0
"Seneca, NY",93.0,49813.0,0.0,21.32989135,15.52296389,8.9,2.700632606,4.715948939,15.16084998,2.58551754,4.292076821,90.77472979,14.1,0.608978898,35251.0,295.5,1.198516213681878,0.8,1.55,182.0,0.0,1.0,0.0,0.0,1.0,1.0
"Seneca, OH",60.0,48617.0,0.0,23.55802273,14.84712309,13.5,4.447968984,2.58031181,14.05557767,2.294831152,2.162305049,91.17807736,13.6,0.587608745,56745.0,377.4,-0.7996792327644682,0.4482758620689655,1.2580645161290323,24.0,0.0,1.0,0.0,1.0,0.0,1.0
"Sequatchie, TN",12.0,43207.0,1.0,23.55442177,15.58956916,13.5,3.273809524,4.96453907,0.063943295,0.010179223,0.134637188,94.96882086,18.7,1.300006933,14112.0,383.2,-0.8484681470917107,0.18181818181818182,1.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0
"Sequoyah, OK",18.0,36718.0,1.0,25.77433889,14.93005591,13.5,3.392229483,3.516812813,11.20876836,2.582342588,1.69375575,65.18836545,24.4,1.084996055,42391.0,559.8,-2.3340064695384353,0.3103448275862069,1.1578947368421053,16.0,1.0,1.0,1.0,1.0,1.0,0.0
"Sevier, AR",7.0,41848.0,0.0,29.54625396,12.58646969,12.2,30.60147731,3.003607614,23.45916805,4.77179699,4.203306367,61.06225818,20.8,1.14494188,17058.0,446.9,-1.0142960975559008,0.2857142857142857,1.1428571428571428,4.0,1.0,1.0,1.0,1.0,0.0,0.0
"Sevier, TN",39.0,41987.0,0.0,22.12951529,15.48242833,12.2,5.325456952,2.222296849,12.66615327,2.087096597,0.711989231,91.63968895,14.6,1.039504785,89889.0,404.7,-0.6593146864163099,0.4935064935064935,1.6823529411764706,40.0,1.0,1.0,1.0,1.0,0.0,1.0
"Sevier, UT",52.0,48711.0,0.0,31.72771849,14.4986059,9.5,4.480338429,0.994401411,2.998641996,0.37351106,0.163445823,92.89972118,14.0,0.613452656,20802.0,374.8,0.36068064127243016,0.4,1.125,47.0,1.0,1.0,1.0,1.0,1.0,0.0
"Seward, KS",4.0,45807.0,0.0,31.9579993,8.487277797,8.3,56.59637504,0.244776777,5.358191199,0.806481804,2.993203207,35.9925061,15.0,0.50961906,22952.0,288.5,1.428172733356908,1.0,1.2142857142857142,8.0,1.0,1.0,1.0,1.0,0.0,1.0
"Seward, NE",38.0,62455.0,1.0,23.65373134,15.19402985,7.7,1.623880597,1.64489615,9.539661032,0.372342187,0.352238806,96.42985075,7.5,0.413345143,16750.0,289.1,1.5938989514996893,0.8181818181818182,1.0,28.0,0.0,0.0,0.0,1.0,1.0,1.0
"Shackelford, TX",6.0,51685.0,0.0,24.68916519,17.43635287,10.4,10.06512729,2.134432058,14.38465464,1.724419753,0.414446418,87.65541741,13.1,0.893921335,3378.0,414.3,-0.2277487098763268,0.4,0.75,24.0,0.0,1.0,0.0,0.0,0.0,0.0
"Shannon, MO",14.0,28171.0,0.0,23.35031394,17.32022272,12.2,1.646724322,3.279316067,16.58517756,2.622583427,0.189551001,94.94135766,23.9,0.841548449,8441.0,445.0,-0.9983135221728389,1.25,8.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0
"Sharkey, MS",1.0,27589.0,0.0,25.54922701,14.38161107,17.1,0.793327909,14.38920013,27.87177669,7.371269326,70.68755085,27.78681855,34.3,1.944849621,4916.0,491.5,-2.784115027192955,0.42857142857142855,0.16666666666666666,14.0,1.0,1.0,1.0,0.0,0.0,0.0
"Sharp, AR",9.0,32095.0,0.0,21.53035218,23.94578313,15.2,1.679796108,4.781054093,22.46522539,4.137239546,0.527108434,94.98957368,24.6,0.830694656,17264.0,498.9,-2.3055806862005546,0.75,1.5,18.0,1.0,1.0,1.0,1.0,0.0,1.0
"Shasta, CA",263.0,45943.0,1.0,22.37407109,16.90920479,9.4,8.395072874,2.431366678,23.28994272,2.242737374,0.811407097,82.40691107,19.0,0.80726746,177223.0,372.3,0.4101725702590138,0.7307692307692307,0.8432835820895522,518.0,0.0,1.0,0.0,1.0,0.0,1.0
"Shawano, WI",95.0,50948.0,0.0,22.79434551,18.30794536,10.1,2.157381582,2.38054758,9.785877254,1.294150195,0.312283964,88.08553243,11.6,0.713021046,41949.0,295.3,0.8586518956157564,0.4583333333333333,3.125,58.0,0.0,1.0,0.0,1.0,1.0,1.0
"Shawnee, KS",47.0,51316.0,1.0,24.82437308,14.39410118,10.7,10.84840446,2.031596518,24.35548903,3.28127913,8.204165589,75.61736374,14.2,0.553100435,177934.0,319.8,0.48178744478094354,0.746031746031746,0.7342657342657343,47.0,1.0,1.0,1.0,1.0,0.0,1.0
