CountySt,AGRITRSM_OPS12,AGRITRSM_RCT12,BERRY_ACRES12,BERRY_FARMS12,CHIPSTAX_STORES14,CHIPSTAX_VENDM14,CONVS11,CSA12,DIRSALES12,DIRSALES_FARMS12,FFR11,FMRKT13,FOOD_TAX14,FSR11,GHVEG_FARMS12,GROC11,MEDHHINC15,METRO13,ORCHARD_ACRES12,ORCHARD_FARMS12,PCT_18YOUNGER10,PCT_65OLDER10,PCT_DIABETES_ADULTS13,PCT_HISP10,PCT_LACCESS_CHILD15,PCT_LACCESS_HHNV15,PCT_LACCESS_LOWI15,PCT_LACCESS_POP15,PCT_LACCESS_SENIORS15,PCT_LACCESS_SNAP15,PCT_NHBLACK10,PCT_NHWHITE10,PC_DIRSALES12,PC_SNAPBEN12,POVRATE15,RECFAC11,SLHOUSE12,SNAPSPTH12,SODATAX_STORES14,SODATAX_VENDM14,SPECS11,SUPERC11,VEG_ACRES12,VEG_FARMS12,2010_Census_Population,HDM,Life Expectancy,PCA
"Lyon, NV",19.0,,,9.0,0.0,0.0,23.0,17.0,333.0,48.0,20.0,6.0,0.0,19.0,5.0,5.0,51934.0,0.0,37.0,27.0,24.87110427,15.80415544,9.3,14.76337053,6.01336754,2.351919634,8.698414309,24.25587402,3.550575378,2.563842343,0.698345518,78.17237399,6.514721706,14.27997208,13.8,7.0,0.0,0.579616966,0.0,0.0,1.0,1.0,3767.0,37.0,51980.0,351.8,78.0375,0.6110783712956599
"Mackinac, MI",3.0,302000.0,,1.0,0.0,0.0,12.0,4.0,90.0,16.0,14.0,1.0,0.0,34.0,0.0,8.0,40091.0,0.0,8.0,5.0,18.66282732,22.37919554,13.1,1.133807253,4.988818269,5.488919842,13.38899939,30.24709955,8.061411444,4.269163084,0.512912805,75.68613336,8.082622362,16.58985519,16.1,0.0,0.0,1.466582862,0.0,0.0,3.0,0.0,7.0,3.0,11113.0,359.1,81.94,-0.5318928980394937
"Macomb, MI",11.0,629000.0,42.0,11.0,0.0,0.0,327.0,5.0,3643.0,92.0,536.0,9.0,0.0,603.0,8.0,138.0,54939.0,1.0,468.0,23.0,23.02735624,14.29050463,9.9,2.270570693,5.612828165,1.200327415,5.161526186,22.62965966,2.816165503,2.252691454,8.567762771,83.91337229,4.294506733,19.33495712,11.7,62.0,1.0,0.985976825,0.0,0.0,95.0,17.0,3028.0,69.0,840978.0,385.5,77.11960784313726,0.15682460807970397
"Macon, AL",28.0,382000.0,3.0,7.0,4.0,4.0,15.0,4.0,45.0,34.0,11.0,1.0,4.0,2.0,2.0,5.0,29522.0,0.0,598.0,30.0,20.60413947,14.12921872,18.4,1.081484244,8.003133132,10.47565441,21.63866443,37.52927142,4.923308168,12.21575128,82.18814097,15.22934924,2.197372919,52.88873672,32.2,0.0,0.0,0.633065498,4.0,4.0,0.0,0.0,73.0,18.0,,555.7,73.07272727272728,-3.694166756462264
"Macon, GA",5.0,17000.0,,4.0,0.0,4.0,10.0,0.0,79.0,10.0,7.0,1.0,0.0,2.0,1.0,6.0,30696.0,0.0,4825.0,40.0,22.06919946,12.39484396,13.5,3.575305292,1.880800759,8.892884819,8.978144077,17.16963109,1.214003336,2.47460354,60.39348711,33.65671642,5.525248286,30.66895103,33.5,0.0,0.0,1.577508238,0.0,4.0,1.0,0.0,661.0,8.0,14740.0,441.2,76.89999999999999,-1.3363572903641343
"Macon, IL",5.0,,2.0,5.0,1.0,1.0,51.0,1.0,94.0,23.0,61.0,2.0,1.0,80.0,3.0,15.0,48302.0,1.0,52.0,15.0,22.82608696,16.37837643,10.0,1.87057634,5.811916937,1.907423533,7.37365332,26.91715147,4.892610931,2.209974481,16.17434638,78.38184313,0.853746038,26.87132072,18.2,8.0,0.0,0.832410115,6.25,6.25,9.0,3.0,,9.0,110768.0,344.9,76.38235294117646,0.46988478383521487
"Macon, MO",38.0,1092000.0,4.0,6.0,1.225,1.225,11.0,0.0,69.0,38.0,10.0,1.0,1.225,18.0,1.0,3.0,41080.0,0.0,25.0,7.0,24.27727098,19.4398047,12.6,0.9636387,3.93266643,3.787390208,7.429652696,17.08082886,3.57965919,1.915961258,2.242066041,94.6614416,4.438440756,16.82300949,14.6,3.0,0.0,0.898991845,1.225,1.225,1.0,0.0,29.0,14.0,15566.0,401.9,77.32000000000001,-0.7496103155714892
"Macon, NC",15.0,212000.0,27.0,12.0,0.0,4.75,24.0,5.0,236.0,37.0,22.0,1.0,0.0,51.0,0.0,8.0,41395.0,0.0,43.0,11.0,19.26183598,23.78692294,11.7,6.573904841,1.357768361,4.46193273,3.195284443,6.526401153,1.365002529,1.386998345,1.235186605,90.20399741,6.974819719,23.54306412,16.9,2.0,0.0,0.659403388,4.75,4.75,3.0,0.0,113.0,21.0,33922.0,322.8,78.04444444444444,0.17192955408740515
"Macon, TN",0.0,0.0,10.0,7.0,5.0,5.0,9.0,6.0,67.0,33.0,8.0,1.0,5.0,10.0,0.0,6.0,37865.0,1.0,32.0,9.0,25.02247393,14.08665948,14.2,4.130708378,0.879442173,3.459014099,1.852139255,3.370551219,0.534346677,0.801097003,0.355088098,94.21521036,2.976587143,35.89492416,18.5,0.0,0.0,0.644501733,5.0,5.0,0.0,1.0,14.0,8.0,22248.0,537.2,74.0,-2.3431335130441044
"Macoupin, IL",3.0,14000.0,15.0,7.0,1.0,1.0,28.0,4.0,406.0,42.0,22.0,0.0,1.0,32.0,0.0,8.0,50460.0,1.0,162.0,14.0,22.55835863,17.10666806,10.5,0.875117764,3.919256978,2.87157356,6.184269531,16.11736011,2.627836996,3.217700541,0.751596357,96.96430441,8.605341246,16.73503876,13.7,5.0,0.0,0.80455633,6.25,6.25,1.0,1.0,14.0,10.0,47765.0,371.5,77.41666666666667,0.10381760579641376
"Madera, CA",16.0,986000.0,95.0,12.0,0.0,6.5,45.0,14.0,1287.0,62.0,75.0,9.0,0.0,48.0,3.0,35.0,46593.0,1.0,222444.0,928.0,28.4022139,11.4420177,7.9,53.68508269,5.975025729,2.212580805,9.380374066,20.86425028,1.67868679,3.346494601,3.320186922,38.03400391,8.458201893,24.61213493,22.6,7.0,0.0,0.906047029,6.5,6.5,10.0,0.0,6913.0,43.0,150865.0,327.3,77.90454545454546,1.2156406184119621
"Madison, AL",21.0,,11.0,13.0,4.0,4.0,211.0,4.0,371.0,79.0,300.0,6.0,4.0,238.0,1.0,38.0,59117.0,1.0,64.0,20.0,23.74175281,12.2077829,11.5,4.600804633,6.330115118,1.733899194,7.467345123,26.44597413,2.935312513,2.481195804,23.74981706,66.14030005,1.082592152,14.79572105,13.3,56.0,0.0,0.663353542,4.0,4.0,15.0,10.0,100.0,32.0,,387.1,76.7985294117647,-0.3120299953321686
"Madison, AR",5.0,,1.0,3.0,1.5,1.5,9.0,4.0,179.0,44.0,3.0,1.0,1.5,9.0,0.0,4.0,41007.0,1.0,132.0,10.0,24.18400458,15.60094166,11.8,4.829165871,5.178979212,3.578662388,12.04801734,24.26352701,4.163535964,3.082779705,0.171788509,91.94502768,11.45160258,18.2274971,18.8,0.0,1.0,0.463406839,1.5,1.5,1.0,0.0,28.0,16.0,15717.0,483.1,75.5,-1.204957319871394
"Madison, FL",6.0,,98.0,16.0,0.0,6.0,14.0,4.0,37.0,21.0,7.0,1.0,0.0,11.0,0.0,3.0,34360.0,0.0,330.0,44.0,21.78006658,15.83957553,15.6,4.676446109,4.891141716,5.255453597,9.562700951,21.08245762,3.704981243,4.762484341,38.61319184,55.04577611,1.956119482,29.28284073,27.0,1.0,2.0,1.34429929,6.0,6.0,0.0,0.0,206.0,18.0,19224.0,441.5,76.14,-1.9365875701372108
"Madison, GA",7.0,422000.0,8.0,13.0,0.0,4.0,23.0,10.0,193.0,55.0,12.0,0.0,0.0,5.0,3.0,8.0,40735.0,1.0,101.0,23.0,24.44523471,13.34992888,13.3,4.050497866,0.646498464,3.463108135,1.305859653,2.895644545,0.432099812,0.488711673,8.250355619,85.7254623,6.881551736,26.4605484,15.1,1.0,0.0,1.101282143,0.0,4.0,0.0,0.0,47.0,15.0,28120.0,404.4,75.3,-0.96987559176919
"Madison, IA",4.0,1000.0,2.0,3.0,0.0,6.0,8.0,4.0,102.0,20.0,5.0,1.0,0.0,8.0,4.0,2.0,65294.0,1.0,62.0,15.0,27.2211238,14.80324,10.0,1.256457682,4.718823281,1.453290452,3.262899116,16.45051045,2.102364506,0.994680379,0.2870081,97.15543083,6.520071593,9.629322052,8.2,2.0,1.0,0.803841404,6.0,6.0,0.0,0.0,59.0,8.0,15679.0,288.9,80.2,0.9409501635465205
"Madison, ID",2.0,,6.0,9.0,6.0,6.0,9.0,3.0,69.0,34.0,22.0,1.0,6.0,18.0,0.0,4.0,38065.0,0.0,9.0,7.0,25.96973572,5.573316283,5.5,5.908994032,5.382073959,1.028132909,10.87277371,18.90599852,0.752787106,2.445370307,0.474211424,91.16048593,1.829656343,12.84860516,28.1,6.0,0.0,0.3470739,6.0,6.0,1.0,0.0,30673.0,77.0,37536.0,403.0,79.16666666666667,1.2619545564681107
"Madison, IL",5.0,68000.0,35.0,14.0,1.0,1.0,113.0,10.0,1035.0,70.0,182.0,3.0,1.0,180.0,2.0,46.0,52969.0,1.0,225.0,29.0,22.74418639,14.27054166,10.0,2.715740376,8.099754678,3.036495471,12.06606976,35.8125532,5.048615114,5.231288606,7.823025676,86.71764173,3.860615013,21.13375473,12.9,36.0,3.0,0.803833514,6.25,6.25,20.0,4.0,2477.0,37.0,269282.0,377.9,76.435,0.19229268507676683
"Madison, IN",1.0,,16.0,4.0,0.0,7.0,48.0,2.0,222.0,34.0,71.0,4.0,0.0,88.0,0.0,21.0,45065.0,1.0,18.0,7.0,23.08563007,15.37117506,12.2,3.182260172,5.618010568,2.367174817,9.803563776,26.10795281,4.219249527,3.750504174,8.270533897,86.28110851,1.704296824,21.01851273,16.7,9.0,0.0,0.801700064,7.0,7.0,4.0,2.0,552.0,13.0,131636.0,355.2,75.23055555555555,-0.24292653827863794
"Madison, KY",10.0,73000.0,15.0,13.0,0.0,6.0,49.0,10.0,550.0,56.0,58.0,1.0,0.0,38.0,6.0,8.0,46342.0,0.0,9.0,13.0,21.52781128,11.23064306,10.5,2.186550244,4.412019536,3.434228204,10.83017491,22.01593329,2.553826143,5.057987072,4.299532057,90.41318925,6.47637888,22.00687027,18.2,13.0,0.0,0.913083135,6.0,6.0,2.0,3.0,116.0,37.0,82916.0,362.8,76.14117647058823,0.17700097728727723
"Madison, LA",2.0,,0.0,0.0,0.0,0.0,10.0,0.0,,2.0,6.0,0.0,0.0,5.0,0.0,2.0,27225.0,0.0,,4.0,24.98966344,11.85809973,11.1,1.554618374,1.604315204,3.332698278,5.108300748,9.769679982,1.319372458,1.549855517,60.83684776,36.35160837,,48.11235809,37.6,0.0,0.0,1.110745434,0.0,0.0,0.0,0.0,,1.0,,,,
"Madison, MO",0.0,0.0,1.0,3.0,1.225,1.225,7.0,0.0,35.0,16.0,6.0,1.0,1.225,12.0,0.0,2.0,35745.0,0.0,20.0,5.0,23.9734991,17.72452151,11.2,1.995746769,3.240566621,3.213317335,6.795459772,14.21674918,2.525371705,2.680336916,0.261737281,96.36021593,2.804936689,27.12927818,19.3,1.0,1.0,0.656062554,1.225,1.225,0.0,1.0,0.0,0.0,12226.0,486.8,74.15,-1.0653079352483454
"Madison, MS",11.0,130000.0,2.0,3.0,7.0,8.0,55.0,1.0,23.0,8.0,88.0,2.0,7.0,76.0,0.0,15.0,67482.0,1.0,74.0,10.0,26.94032751,10.41668855,10.2,2.947386112,5.72294858,1.911385056,5.324823463,20.37201042,2.347647008,2.084306592,38.0523723,55.97197567,0.233530989,19.49920464,12.7,12.0,2.0,0.688040785,7.0,8.0,8.0,2.0,12.0,7.0,95203.0,380.3,78.78999999999999,0.11517971973305278
"Madison, MT",19.0,483000.0,0.0,0.0,0.0,0.0,5.0,0.0,122.0,31.0,3.0,3.0,0.0,20.0,2.0,3.0,49872.0,0.0,0.0,0.0,17.73501495,20.95956313,9.4,2.41841113,5.220074028,1.60468639,9.751934718,30.19206039,6.217063046,1.769085776,0.195033156,95.37121311,15.79697009,5.632393837,11.4,3.0,0.0,0.72201388,0.0,0.0,3.0,0.0,952.0,10.0,7691.0,233.4,84.13333333333333,1.5785829495786634
"Madison, NC",16.0,130000.0,37.0,53.0,0.0,4.75,9.0,15.0,520.0,111.0,6.0,3.0,0.0,10.0,13.0,3.0,37899.0,1.0,36.0,33.0,19.70718551,17.6555577,10.5,2.037179734,2.461916885,4.326227377,6.395394626,12.2055098,2.504430625,3.172964207,1.122134463,95.03949143,24.90660025,24.33578873,20.9,0.0,0.0,0.803522643,4.75,4.75,2.0,0.0,183.0,105.0,20764.0,355.7,78.66666666666667,0.23672533792924655
"Madison, NE",7.0,63000.0,0.0,0.0,0.0,5.5,17.0,1.0,122.0,19.0,32.0,3.0,0.0,24.0,0.0,8.0,51330.0,0.0,59.0,7.0,25.02293841,14.69205184,9.4,12.91432504,6.291405029,1.864402177,7.102289626,24.75859174,3.365558797,2.239218231,1.17272623,83.32951026,3.474298733,12.24491692,13.8,3.0,1.0,0.630394032,0.0,5.5,4.0,1.0,92.0,18.0,34876.0,362.4,79.66666666666667,0.4934501998865485
"Madison, NY",11.0,,68.0,40.0,0.0,4.0,19.0,21.0,1798.0,134.0,41.0,9.0,0.0,69.0,7.0,14.0,58094.0,1.0,56.0,27.0,21.79270717,13.94161379,9.6,1.791890199,3.729323141,1.043348931,1.311284718,19.29338073,2.461414715,0.272476361,1.715639552,93.8373138,24.80136835,16.94532967,12.9,6.0,1.0,0.68502298,4.0,4.0,4.0,1.0,1613.0,68.0,73442.0,310.1,81.89999999999999,0.8764671679394134
"Madison, OH",7.0,58000.0,,5.0,0.0,0.0,14.0,3.0,741.0,54.0,24.0,3.0,0.0,18.0,0.0,5.0,63736.0,1.0,28.0,8.0,22.57856567,12.40704501,10.7,1.432024865,6.880348583,4.032934623,9.247611709,28.68763687,3.793642646,5.60731364,6.566133303,89.77552665,17.25302102,15.61506367,9.3,1.0,0.0,0.696815553,5.75,5.75,4.0,1.0,124.0,19.0,43435.0,343.6,76.5909090909091,0.2815846584036385
"Madison, TN",5.0,22000.0,2.0,5.0,5.0,5.0,70.0,0.0,53.0,27.0,76.0,2.0,5.0,82.0,0.0,18.0,46694.0,1.0,,3.0,24.04419395,13.15644902,14.2,3.36337925,6.117230613,2.852764819,10.60869758,23.64595936,2.377998737,4.548032954,36.14666205,58.05033878,0.538043754,27.83869553,18.1,11.0,0.0,1.021225268,5.0,5.0,5.0,3.0,48.0,11.0,98294.0,398.3,74.98,-1.1747231337244548
"Madison, TX",20.0,129000.0,0.0,0.0,0.0,6.25,10.0,2.0,65.0,30.0,13.0,0.0,0.0,12.0,0.0,1.0,40857.0,0.0,,12.0,21.95550351,13.91247073,9.1,19.67213115,2.634418895,2.553332348,14.98904659,27.8946327,1.701490402,2.280428951,19.66481265,58.7675644,4.735538394,17.48986244,19.2,0.0,1.0,0.664131998,6.25,6.25,0.0,0.0,603.0,13.0,13664.0,427.0,74.93333333333334,0.03542931046799351
"Madison, VA",6.0,105000.0,24.0,21.0,1.5,5.3,6.0,9.0,549.0,55.0,5.0,1.0,1.5,5.0,3.0,5.0,53655.0,0.0,178.0,27.0,22.31740307,17.5082657,11.4,1.773369402,0.516399556,4.985763131,1.138464456,2.823359877,0.578791754,0.299660774,9.708446047,85.61767358,41.67931977,15.29226589,10.4,1.0,0.0,0.789141414,1.5,5.3,0.0,0.0,63.0,25.0,13308.0,286.7,78.2,0.5609851599711445
"Magoffin, KY",3.0,9000.0,,2.0,0.0,6.0,10.0,2.0,28.0,19.0,5.0,0.0,0.0,3.0,0.0,2.0,29921.0,0.0,2.0,3.0,23.95559889,12.9078227,13.4,0.712517813,0.556889482,9.371384503,0.900634439,1.73800976,0.153144229,0.551340594,0.135003375,98.29745744,2.150042233,51.72941589,32.6,0.0,0.0,1.9106408,6.0,6.0,0.0,0.0,21.0,19.0,13333.0,500.7,72.76666666666667,-1.8084020317722107
"Mahaska, IA",2.0,,18.0,6.0,0.0,6.0,13.0,3.0,151.0,34.0,11.0,2.0,0.0,10.0,1.0,3.0,50335.0,0.0,100.0,6.0,24.31079934,16.07613601,10.1,1.608507216,5.574709688,2.360581636,8.062921065,22.94849961,4.204675667,3.212209683,1.121486976,94.91086189,6.737762706,20.94032288,14.4,3.0,0.0,1.017392208,6.0,6.0,2.0,1.0,21.0,8.0,22381.0,298.0,78.22857142857143,0.8359398148082471
"Mahnomen, MN",1.0,,0.0,0.0,0.0,6.875,5.0,0.0,151.0,16.0,2.0,1.0,0.0,3.0,0.0,2.0,40849.0,0.0,0.0,0.0,29.29983373,15.79530759,11.2,1.828930353,11.33896205,7.406423665,18.00652943,35.18780888,4.233973316,6.685644255,0.203214484,49.84297063,27.35507246,38.4801712,21.5,0.0,0.0,1.445086705,6.875,6.875,0.0,0.0,,2.0,5413.0,356.1,77.19999999999999,0.03412501347071996
"Mahoning, OH",7.0,59000.0,33.0,14.0,0.0,0.0,97.0,4.0,2303.0,94.0,176.0,4.0,0.0,161.0,1.0,54.0,42443.0,1.0,196.0,27.0,21.49625455,17.88018742,12.5,4.662867479,5.940510683,3.710581375,10.8205455,26.53375926,4.544563737,5.938666506,15.2414131,77.55953154,9.764887956,26.62343979,16.8,29.0,0.0,0.841324856,5.75,5.75,14.0,1.0,895.0,46.0,238823.0,428.6,75.20882352941176,-0.9457453345772296
"Major, OK",27.0,46000.0,,2.0,4.5,4.5,11.0,0.0,99.0,23.0,2.0,0.0,4.5,5.0,0.0,3.0,55020.0,0.0,,4.0,23.22306364,19.23741198,11.6,7.506310615,3.737892865,1.359092313,4.941285591,18.05677614,3.857772925,1.097209707,0.425136176,88.06961605,12.90911462,11.36609936,10.8,1.0,0.0,1.301574906,4.5,4.5,0.0,0.0,36.0,8.0,7527.0,410.0,76.86666666666666,-0.5331243126421562
"Malheur, OR",13.0,79000.0,,2.0,0.0,0.0,7.0,4.0,230.0,58.0,23.0,2.0,0.0,36.0,4.0,6.0,37604.0,0.0,93.0,15.0,25.56126848,14.99057899,8.9,31.51087408,2.410353018,1.181417679,7.034798707,11.27046345,1.681498827,2.063577484,1.057068949,63.57104078,7.514375327,39.78564835,24.9,3.0,1.0,0.895091958,0.0,0.0,1.0,2.0,13542.0,87.0,31313.0,337.4,77.77142857142857,0.8460583670764549
"Manassas Park, VA",,,,,1.5,5.3,5.0,,,,7.0,1.0,1.5,4.0,,2.0,75429.0,1.0,,,28.4383101,5.647025853,7.9,32.54396413,10.92177601,2.021778432,10.97760716,37.27849796,2.225093636,3.281715747,12.49912422,42.52784979,,,7.7,0.0,0.0,0.495843356,1.5,5.3,2.0,0.0,,,,,,
"Manassas, VA",,,,,1.5,5.3,21.0,,,,49.0,2.0,1.5,40.0,,16.0,72562.0,1.0,,,28.41543058,6.892995955,8.2,31.40054467,1.562958768,0.0826962,0.966725207,5.590494134,0.380641386,0.386954803,12.96898548,47.57674308,,,9.6,5.0,0.0,0.907113245,1.5,5.3,5.0,0.0,,,,,,
"Manatee, FL",12.0,349000.0,,10.0,0.0,6.0,137.0,18.0,599.0,43.0,161.0,3.0,0.0,250.0,8.0,57.0,50728.0,1.0,14760.0,80.0,20.53166808,23.26558933,10.6,14.85442938,3.641642732,1.14029406,6.370161772,21.74650531,6.163014157,1.720636147,8.434082018,73.39708146,1.793660205,21.6828537,14.8,21.0,0.0,0.715544308,6.0,6.0,17.0,6.0,34672.0,38.0,322833.0,269.5,78.9972972972973,0.933367322878249
"Manistee, MI",3.0,,93.0,22.0,0.0,0.0,18.0,5.0,607.0,52.0,8.0,1.0,0.0,24.0,9.0,11.0,41811.0,0.0,1442.0,34.0,19.06764242,20.65256944,11.1,2.563376865,1.04406492,3.084874443,3.430297115,10.02384845,1.633070256,1.098759941,2.903004084,90.57534468,24.64774435,23.27074623,15.0,0.0,0.0,1.232841548,0.0,0.0,2.0,0.0,332.0,26.0,24733.0,291.4,77.775,0.6068359892080757
"Manitowoc, WI",1.0,,36.0,8.0,0.0,0.0,36.0,5.0,624.0,97.0,35.0,3.0,0.0,62.0,0.0,10.0,51951.0,0.0,42.0,12.0,22.35947054,16.83897743,8.6,3.149480612,3.814256464,2.405375042,5.330741631,16.89898922,2.876556872,1.97918834,0.505881486,92.34792859,7.718282682,10.98634529,10.7,8.0,0.0,0.426629974,5.0,5.0,7.0,1.0,2788.0,56.0,81442.0,316.7,79.625,1.1055709935395852
"Marathon, WI",21.0,86000.0,68.0,16.0,0.0,0.0,46.0,5.0,909.0,189.0,73.0,7.0,0.0,112.0,7.0,29.0,56347.0,1.0,97.0,43.0,24.51757756,14.1634903,9.1,2.231786548,5.588583973,2.187301625,5.675307256,22.50498352,3.271834756,2.324455564,0.61165273,90.26129506,6.751838372,13.73418522,9.5,15.0,2.0,0.594995114,5.0,5.0,12.0,3.0,3889.0,93.0,134063.0,240.1,80.41111111111111,1.6076100152544763
"Marengo, AL",15.0,167000.0,,1.0,4.0,4.0,18.0,1.0,30.0,15.0,14.0,2.0,4.0,11.0,0.0,5.0,35389.0,0.0,15.0,3.0,24.6873068,16.28382556,20.2,1.674038141,5.978626487,6.731829491,12.62897065,24.37345136,3.980894807,5.514828766,51.54325391,45.68887621,1.467064404,32.4042244,23.3,2.0,1.0,1.254023496,4.0,4.0,0.0,1.0,84.0,20.0,,550.4,75.2,-4.16190382465865
"Maricopa, AZ",114.0,1820000.0,,5.0,0.0,0.0,999.0,21.0,2041.0,218.0,2651.0,33.0,0.0,2256.0,5.0,485.0,56017.0,1.0,5444.0,290.0,26.40372302,12.12016818,9.0,29.57051094,3.201468485,0.980829339,4.399472615,13.39271425,2.253390752,1.345576759,4.649844372,58.68447312,0.517303432,19.79427338,16.3,279.0,4.0,0.531306496,0.0,0.0,221.0,85.0,12623.0,72.0,3817117.0,255.1,78.5891820580475,1.509894013081277
"Maries, MO",1.0,,5.0,12.0,1.225,1.225,6.0,0.0,165.0,55.0,1.0,0.0,1.225,5.0,2.0,2.0,43970.0,0.0,5.0,6.0,23.47428073,17.93809939,12.4,0.817349608,1.19082856,1.568584144,2.066531113,5.750726099,1.12137887,0.501869099,0.261551874,97.12292938,18.24010612,15.46315765,15.4,0.0,1.0,0.61016197,1.225,1.225,0.0,0.0,31.0,12.0,9176.0,429.7,79.2,-0.9265361800006582
"Marin, CA",30.0,99000.0,10.0,15.0,0.0,6.5,44.0,17.0,1834.0,66.0,171.0,15.0,0.0,302.0,5.0,64.0,99868.0,1.0,794.0,65.0,20.68626713,16.71572725,7.9,15.47844966,2.501766299,0.415026454,1.705931867,11.96018156,2.409647848,0.310811297,2.623123581,72.83020811,7.163474871,5.624116898,7.5,56.0,0.0,0.389543443,6.5,6.5,25.0,1.0,230.0,39.0,252409.0,196.6,83.38823529411765,2.315073567131028
"Marinette, WI",1.0,,23.0,6.0,0.0,0.0,38.0,1.0,610.0,64.0,26.0,2.0,0.0,54.0,0.0,11.0,48545.0,0.0,41.0,17.0,20.52025198,19.77053343,11.5,1.250329349,4.677826973,2.543983366,10.19271737,26.26209368,5.933999556,3.471617119,0.253898297,96.43344751,14.71439599,15.03406334,12.7,3.0,0.0,0.599491535,5.0,5.0,5.0,0.0,2707.0,26.0,41749.0,376.3,79.13636363636364,-0.22118167210213097
"Marion, AL",6.0,16000.0,1.0,4.0,4.0,4.0,18.0,1.0,22.0,20.0,23.0,2.0,4.0,17.0,0.0,6.0,34977.0,0.0,22.0,7.0,21.65648557,18.34221471,18.7,2.053548219,1.381476838,4.232911072,3.254542626,6.269273851,1.195300519,1.530252952,3.827657915,92.63387055,0.720956906,25.83934784,19.8,0.0,0.0,0.752904453,4.0,4.0,1.0,2.0,38.0,19.0,,570.4,74.35714285714286,-3.9032080922420396
"Marion, AR",8.0,5000.0,,3.0,1.5,1.5,5.0,2.0,38.0,23.0,6.0,1.0,1.5,14.0,0.0,4.0,34946.0,0.0,0.0,0.0,17.9126884,23.80351889,12.2,1.723413199,2.170512323,3.157267001,6.715209725,13.54336579,3.286990817,1.811369272,0.168137873,95.85660241,2.287365316,21.0953331,18.8,0.0,0.0,0.679019797,1.5,1.5,0.0,1.0,4.0,7.0,16653.0,350.0,75.475,-0.19918475301973107
"Marion, FL",24.0,494000.0,611.0,73.0,0.0,6.0,184.0,11.0,508.0,171.0,145.0,4.0,0.0,166.0,7.0,55.0,40053.0,1.0,1705.0,166.0,19.37258903,25.75264565,12.6,10.90770243,5.435957416,3.192004925,10.4200214,27.29383513,7.374376769,4.000936796,11.8736002,73.99259881,1.52053015,28.31877327,18.7,20.0,0.0,1.012557503,6.0,6.0,19.0,6.0,1670.0,78.0,331298.0,380.8,75.44814814814815,-0.5721196100016939
"Marion, GA",25.0,64000.0,0.0,0.0,0.0,4.0,7.0,1.0,21.0,13.0,3.0,0.0,0.0,3.0,0.0,1.0,35265.0,1.0,85.0,7.0,23.97620682,13.89842141,14.0,6.520247083,0.013011094,5.776006044,0.028811417,0.05590747,0.004665451,0.009753345,32.45252803,58.33905285,2.404396611,35.23464203,25.5,0.0,1.0,1.147973826,0.0,4.0,0.0,0.0,348.0,12.0,8742.0,455.3,76.45,-1.5972759461459476
"Marion, IA",3.0,,3.0,7.0,0.0,6.0,19.0,3.0,278.0,46.0,20.0,1.0,0.0,16.0,5.0,6.0,57411.0,0.0,117.0,13.0,25.10432616,15.58737879,9.8,1.59416374,3.309301263,1.343699102,2.663377781,12.93898073,2.003253086,1.137184204,0.633462428,95.57176739,8.345341018,11.39050865,9.2,3.0,1.0,0.930109618,6.0,6.0,8.0,2.0,71.0,17.0,33309.0,386.4,78.675,0.17771613901238711
"Marion, IL",3.0,5000.0,4.0,6.0,1.0,1.0,19.0,8.0,150.0,38.0,26.0,1.0,1.0,21.0,2.0,7.0,43018.0,0.0,112.0,13.0,23.42470269,17.55458072,10.5,1.37434389,6.363398402,3.495362167,12.49167927,27.25698339,4.635374534,5.802674802,3.894819586,92.4411086,3.85475291,31.71520615,18.0,8.0,0.0,0.970586723,6.25,6.25,0.0,1.0,76.0,9.0,39437.0,441.4,75.625,-0.48417293066466227
"Marion, IN",7.0,,,4.0,0.0,7.0,318.0,1.0,214.0,24.0,776.0,13.0,0.0,632.0,6.0,155.0,41407.0,1.0,22.0,9.0,25.07269815,10.63789514,10.5,9.349862131,6.596393224,1.801832236,8.785200798,24.24301532,2.397007026,3.367476318,26.39537831,59.54274607,0.232925677,28.22085571,20.6,89.0,0.0,0.728618163,7.0,7.0,61.0,21.0,285.0,20.0,903393.0,362.3,75.01435406698565,0.18120691817755674
"Marion, KS",7.0,17000.0,0.0,0.0,6.15,6.15,6.0,4.0,84.0,40.0,4.0,2.0,6.15,15.0,0.0,6.0,51196.0,0.0,0.0,0.0,22.63823065,20.86097946,9.4,2.33807267,5.447326186,2.988203648,8.760030065,22.84342918,4.55036125,1.814526485,0.750394945,94.7235387,6.786781934,7.691478729,10.9,0.0,1.0,0.728922005,6.15,6.15,0.0,0.0,,2.0,12660.0,302.4,78.10000000000001,0.9981631067200903
"Marion, KY",6.0,11000.0,6.0,10.0,0.0,6.0,10.0,2.0,120.0,27.0,11.0,2.0,0.0,12.0,1.0,3.0,41189.0,0.0,17.0,6.0,24.66195762,13.01715439,11.1,2.431886983,0.334060728,3.646116316,0.815789726,1.55964413,0.240338256,0.343120988,8.037336024,87.209889,6.001500375,25.43387985,20.5,0.0,0.0,0.846192135,6.0,6.0,0.0,1.0,55.0,18.0,19820.0,343.6,76.26666666666667,0.16773576026289386
